"id","req_specification","class"
"1914"," There is TFS. My point is that, from my experience, allocating somebody 60 percent to one thing and 40 percent to another thing doesn't allow you to develop a true velocity for your team, so you'll never know what your team is capable of.","NULL"
"1915"," We tried that a while ago, and it didn't go well. It was very difficult to say... Because some people on the teams were split like 60-40. Others were split 30-30-30-10. A majority of it was based on what the project managers felt at the time.","NULL"
"1916"," Our production went down because of all the context switches everybody had to do. We found it better to say, ""This team of six people is going to do one thing this iteration. You're going to do these stories this iteration. This team, you're going to do those stories.""","NULL"
"1917"," Usually those stories stay within the same context, so this one might be Conversations, this one might be Reports, this one might be  . That's just my experience.","NULL"
"1918"," It was my understanding that it would be the same code base so that we could do things intermittently. Is that not true anymore? That's what we had talked about.","NULL"
"1919"," When we're talking about HTML that's not the solution.","NULL"
"1920"," There are going to be two websites.","NULL"
"1921"," Is it?","NULL"
"1922"," I think so.","NULL"
"1923"," Why?","NULL"
"1924"," I thought it wasn't. I thought we were doing it as one, so if we had this contract management stuff that was using the HTML5, it could sit on top of whatever we've got now.","NULL"
"1925"," No, I would be violently opposed to that.","NULL"
"1926"," If you're running it on your phone.","NULL"
"1927"," Like mobile and  . I don't think that's a good idea.","NULL"
"1928"," Mobile  but the HTML version of it, because it's going to be incomplete. I just thought in order to be able to release, the functionality that we want to release without someone thinking that this is a new version  .","NULL"
"1929"," I see. Like,  , for example, was working on the new version of their website  specific version , whereas if you just went to www.  version two website. You're saying throw in a different sub-domain until it's ready for production...","NULL"
"1930"," Unless there's another way to say it's the version that's going to come up if you're running on  or something like that. What I thought was the very first release we put out there you're going to be able to run on your phone and you go to this website. If you go to this website you can access it on your phone or your iPad.","NULL"
"1931"," Do we want our users to do anything differently if they get to this on devices that are currently unsupported?","NULL"
"1932"," Not ultimately. I thought that's a way to, like I said, without saying there's two versions and they decide which one you want, I thought it was the best way to present it to our user base, to say, ""We have this mobile version of our website that you can access."" Ultimately it replaces them. If there's a way to do that seamlessly without them knowing any difference...","NULL"
"1933"," We can determine at will whether or not the users are in  versus  .","NULL"
"1934"," The thing I don't want to happen is I don't want them to say, ""Why is this? I lost my functionality."" I have to have a way for them to get to it. I want them to know consciously that they're getting a subset of functionality, and that's what you get on your iPad or on your phone.","NULL"
"1935"," Another thing that you can do, and I've seen this pattern used on  as well, is that when I was in the newer version, functionality wasn't complete, but there was a bar across the top that said, ""You're using a new version. If you'd like to go back to the older version that has all of these features, click on this link up there.""","NULL"
"1936"," I'm thinking, at least early on, in the first couple of releases, it would be more like if I'm on a phone or an iPad, and I go and it says, ""Function is not fully supported on this browser,"" so you're getting this subset domain.","NULL"
"1937"," Or, like I said, if they know ahead of time, we can just tell them, ""You can use it on your iPad which is limited  ."" I guess that's the way I envision it. We automatically detect...","NULL"
"1938"," But they wouldn't be able to go back to an older version on the Mac.","NULL"
"1939"," Yeah. Then the other thing we talked about a little bit and this is along the lines of what Darryl was thinking...","NULL"
"1940"," is as we add features, you basically launch it from the current website. If it's a new thing that we've done, you can go and it opens up a new HTML5 page on our current one, but you couldn't do that as a mobile thing.","NULL"
"1941"," Realistically, though, architecturally speaking, whether or not you wanted it on the website or the  ...","NULL"
"1942"," It's the same project.","NULL"
"1944"," All that, I'm going to figure out how, or that's just kind of the problem. I want to be able to release something without releasing it all.","NULL"
"1945"," Right.","NULL"
"1947"," For TFS, we can keep the Notify team, and then I can create...I've done this before, I have something called  , and then as those things are pushed into real iterations, I just move it over to that iteration, so we can keep all these stories in an HTML5 iteration.","NULL"
"1948"," However, that's not an iteration that's actually ever delivered. It gets put into the actual Notify iterations. Is that what you're saying?","NULL"
"1949"," If it's the same website, then obviously it's going to be the same release, and they're going to have to be able to get to them. If it's two different websites, then you could release one  . I think what you just said, we could work all those things out.","NULL"
"1950"," It should be easy enough to keep them separate. If there's a story that goes in that says, ""You may be able to login,"" obviously, someone's not going to...Something a little more is needed on the side conversations which is,  .","NULL"
